"","V3","n","hgnc_symbol"
"4780","ENSG00000154783",3,"FGD5"
"4781","ENSG00000154914",1,"USP43"
"4782","ENSG00000154917",1,"RAB6B"
"4783","ENSG00000154920",1,"EME1"
"4784","ENSG00000154928",1,"EPHB1"
"4785","ENSG00000154975",1,"CA10"
"4786","ENSG00000154978",1,"VOPP1"
"4787","ENSG00000155008",1,"APOOL"
"4788","ENSG00000155011",2,"DKK2"
"4789","ENSG00000155090",4,"KLF10"
"4790","ENSG00000155093",4,"PTPRN2"
"4791","ENSG00000155097",3,"ATP6V1C1"
"4792","ENSG00000155111",1,"CDK19"
"4793","ENSG00000155252",1,"PI4K2A"
"4794","ENSG00000155329",1,"ZCCHC10"
"4795","ENSG00000155363",2,"MOV10"
"4796","ENSG00000155366",27,"RHOC"
"4797","ENSG00000155368",1,"DBI"
"4798","ENSG00000155380",8,"SLC16A1"
"4799","ENSG00000155438",1,"NIFK"
"4800","ENSG00000155463",1,"OXA1L"
"4801","ENSG00000155465",1,"SLC7A7"
"4802","ENSG00000155495",2,"MAGEC1"
"4803","ENSG00000155506",1,"LARP1"
"4804","ENSG00000155508",1,"CNOT8"
"4805","ENSG00000155542",1,"SETD9"
"4806","ENSG00000155545",1,"MIER3"
"4807","ENSG00000155561",1,"NUP205"
"4808","ENSG00000155636",1,"RBM45"
"4809","ENSG00000155657",1,"TTN"
"4810","ENSG00000155666",1,"KDM8"
"4811","ENSG00000155744",1,"FAM126B"
"4812","ENSG00000155749",1,"FLACC1"
"4813","ENSG00000155754",1,"C2CD6"
"4814","ENSG00000155760",7,"FZD7"
"4815","ENSG00000155761",1,"SPAG17"
"4816","ENSG00000155792",1,"DEPTOR"
"4817","ENSG00000155827",5,"RNF20"
"4818","ENSG00000155846",7,"PPARGC1B"
"4819","ENSG00000155849",3,"ELMO1"
"4820","ENSG00000155858",2,"LSM11"
"4821","ENSG00000155868",2,"MED7"
"4822","ENSG00000155906",3,"RMND1"
"4823","ENSG00000155966",2,"AFF2"
"4824","ENSG00000155974",2,"GRIP1"
"4825","ENSG00000155975",1,"VPS37A"
"4826","ENSG00000155980",1,"KIF5A"
"4827","ENSG00000156006",43,"NAT2"
"4828","ENSG00000156026",3,"MCU"
"4829","ENSG00000156030",1,"ELMSAN1"
"4830","ENSG00000156052",2,"GNAQ"
"4831","ENSG00000156076",5,"WIF1"
"4832","ENSG00000156096",4,"UGT2B4"
"4833","ENSG00000156103",2,"MMP16"
"4834","ENSG00000156113",4,"KCNMA1"
"4835","ENSG00000156136",1,"DCK"
"4836","ENSG00000156219",1,"ART3"
"4837","ENSG00000156222",1,"SLC28A1"
"4838","ENSG00000156234",8,"CXCL13"
"4839","ENSG00000156256",1,"USP16"
"4840","ENSG00000156261",2,"CCT8"
"4841","ENSG00000156265",1,"MAP3K7CL"
"4842","ENSG00000156269",1,"NAA11"
"4843","ENSG00000156273",7,"BACH1"
"4844","ENSG00000156299",9,"TIAM1"
"4845","ENSG00000156304",2,"SCAF4"
"4846","ENSG00000156374",2,"PCGF6"
"4847","ENSG00000156384",1,"SFR1"
"4848","ENSG00000156413",1,"FUT6"
"4849","ENSG00000156427",2,"FGF18"
"4850","ENSG00000156469",1,"MTERF3"
"4851","ENSG00000156471",1,"PTDSS1"
"4852","ENSG00000156475",5,"PPP2R2B"
"4853","ENSG00000156482",2,"RPL30"
"4854","ENSG00000156508",6,"EEF1A1"
"4855","ENSG00000156510",1,"HKDC1"
"4856","ENSG00000156515",2,"HK1"
"4857","ENSG00000156521",1,"TYSND1"
"4858","ENSG00000156531",2,"PHF6"
"4859","ENSG00000156535",6,"CD109"
"4860","ENSG00000156574",8,"NODAL"
"4861","ENSG00000156587",2,"UBE2L6"
"4862","ENSG00000156599",1,"ZDHHC5"
"4863","ENSG00000156603",3,"MED19"
"4864","ENSG00000156650",2,"KAT6B"
"4865","ENSG00000156675",4,"RAB11FIP1"
"4866","ENSG00000156697",3,"UTP14A"
"4867","ENSG00000156709",7,"AIFM1"
"4868","ENSG00000156711",2,"MAPK13"
"4869","ENSG00000156735",2,"BAG4"
"4870","ENSG00000156738",5,"MS4A1"
"4871","ENSG00000156802",4,"ATAD2"
"4872","ENSG00000156804",1,"FBXO32"
"4873","ENSG00000156860",2,"FBRS"
"4874","ENSG00000156885",1,"COX6A2"
"4875","ENSG00000156970",7,"BUB1B"
"4876","ENSG00000156976",1,"EIF4A2"
"4877","ENSG00000156983",1,"BRPF1"
"4878","ENSG00000157005",4,"SST"
"4879","ENSG00000157017",10,"GHRL"
"4880","ENSG00000157020",2,"SEC13"
"4881","ENSG00000157087",6,"ATP2B2"
"4882","ENSG00000157106",1,"SMG1"
"4883","ENSG00000157110",2,"RBPMS"
"4884","ENSG00000157150",4,"TIMP4"
"4885","ENSG00000157168",45,"NRG1"
"4886","ENSG00000157193",1,"LRP8"
"4887","ENSG00000157212",3,"PAXIP1"
"4888","ENSG00000157224",2,"CLDN12"
"4889","ENSG00000157227",51,"MMP14"
"4890","ENSG00000157240",1,"FZD1"
"4891","ENSG00000157259",2,"GATAD1"
"4892","ENSG00000157303",2,"SUSD3"
"4893","ENSG00000157326",1,"DHRS4"
"4894","ENSG00000157349",1,"DDX19B"
"4895","ENSG00000157388",1,"CACNA1D"
"4896","ENSG00000157404",23,"KIT"
"4897","ENSG00000157445",2,"CACNA2D3"
"4898","ENSG00000157456",2,"CCNB2"
"4899","ENSG00000157483",2,"MYO1E"
"4900","ENSG00000157500",2,"APPL1"
"4901","ENSG00000157540",3,"DYRK1A"
"4902","ENSG00000157542",2,"KCNJ6"
"4903","ENSG00000157557",11,"ETS2"
"4904","ENSG00000157593",1,"SLC35B2"
"4905","ENSG00000157601",3,"MX1"
"4906","ENSG00000157613",3,"CREB3L1"
"4907","ENSG00000157625",4,"TAB3"
"4908","ENSG00000157654",1,"PALM2-AKAP2"
"4909","ENSG00000157657",1,"ZNF618"
"4910","ENSG00000157741",1,"UBN2"
"4911","ENSG00000157764",7,"BRAF"
"4912","ENSG00000157765",4,"SLC34A2"
"4913","ENSG00000157782",1,"CABP1"
"4914","ENSG00000157827",1,"FMNL2"
"4915","ENSG00000157873",2,"TNFRSF14"
"4916","ENSG00000157895",1,"C12orf43"
"4917","ENSG00000157916",1,"RER1"
"4918","ENSG00000157927",1,"RADIL"
"4919","ENSG00000157933",6,"SKI"
"4920","ENSG00000158008",1,"EXTL1"
"4921","ENSG00000158014",1,"SLC30A2"
"4922","ENSG00000158019",4,"BABAM2"
"4923","ENSG00000158023",1,"WDR66"
"4924","ENSG00000158050",2,"DUSP2"
"4925","ENSG00000158055",1,"GRHL3"
"4926","ENSG00000158089",4,"GALNT14"
"4927","ENSG00000158092",6,"NCK1"
"4928","ENSG00000158125",4,"XDH"
"4929","ENSG00000158158",1,"CNNM4"
"4930","ENSG00000158161",1,"EYA3"
"4931","ENSG00000158164",3,"TMSB15A"
"4932","ENSG00000158169",8,"FANCC"
"4933","ENSG00000158195",6,"WASF2"
"4934","ENSG00000158220",1,"ESYT3"
"4935","ENSG00000158290",2,"CUL4B"
"4936","ENSG00000158352",1,"SHROOM4"
"4937","ENSG00000158373",1,"HIST1H2BD"
"4938","ENSG00000158402",9,"CDC25C"
"4939","ENSG00000158406",3,"HIST1H4H"
"4940","ENSG00000158411",1,"MITD1"
"4941","ENSG00000158427",1,"TMSB15B"
"4942","ENSG00000158435",2,"CNOT11"
"4943","ENSG00000158458",1,"NRG2"
"4944","ENSG00000158473",3,"CD1D"
"4945","ENSG00000158477",1,"CD1A"
"4946","ENSG00000158517",1,"NCF1"
"4947","ENSG00000158528",1,"PPP1R9A"
"4948","ENSG00000158545",1,"ZC3H18"
"4949","ENSG00000158555",1,"GDPD5"
"4950","ENSG00000158604",1,"TMED4"
"4951","ENSG00000158623",2,"COPG2"
"4952","ENSG00000158636",16,"EMSY"
"4953","ENSG00000158691",1,"ZSCAN12"
"4954","ENSG00000158710",1,"TAGLN2"
"4955","ENSG00000158711",2,"ELK4"
"4956","ENSG00000158715",1,"SLC45A3"
"4957","ENSG00000158716",1,"DUSP23"
"4958","ENSG00000158769",10,"F11R"
"4959","ENSG00000158773",3,"USF1"
"4960","ENSG00000158796",1,"DEDD"
"4961","ENSG00000158805",2,"ZNF276"
"4962","ENSG00000158806",1,"NPM2"
"4963","ENSG00000158815",1,"FGF17"
"4964","ENSG00000158825",3,"CDA"
"4965","ENSG00000158828",2,"PINK1"
"4966","ENSG00000158859",1,"ADAMTS4"
"4967","ENSG00000158864",1,"NDUFS2"
"4968","ENSG00000158874",1,"APOA2"
"4969","ENSG00000158941",11,"CCAR2"
"4970","ENSG00000158987",1,"RAPGEF6"
"4971","ENSG00000159023",1,"EPB41"
"4972","ENSG00000159086",1,"PAXBP1"
"4973","ENSG00000159111",2,"MRPL10"
"4974","ENSG00000159128",1,"IFNGR2"
"4975","ENSG00000159131",1,"GART"
"4976","ENSG00000159140",2,"SON"
"4977","ENSG00000159164",2,"SV2A"
"4978","ENSG00000159166",2,"LAD1"
"4979","ENSG00000159167",9,"STC1"
"4980","ENSG00000159173",1,"TNNI1"
"4981","ENSG00000159176",2,"CSRP1"
"4982","ENSG00000159184",19,"HOXB13"
"4983","ENSG00000159189",2,"C1QC"
"4984","ENSG00000159210",1,"SNF8"
"4985","ENSG00000159212",1,"CLIC6"
"4986","ENSG00000159216",15,"RUNX1"
"4987","ENSG00000159217",10,"IGF2BP1"
"4988","ENSG00000159228",6,"CBR1"
"4989","ENSG00000159231",6,"CBR3"
"4990","ENSG00000159251",5,"ACTC1"
"4991","ENSG00000159259",2,"CHAF1B"
"4992","ENSG00000159263",4,"SIM2"
"4993","ENSG00000159307",1,"SCUBE1"
"4994","ENSG00000159339",1,"PADI4"
"4995","ENSG00000159346",12,"ADIPOR1"
"4996","ENSG00000159348",1,"CYB5R1"
"4997","ENSG00000159352",4,"PSMD4"
"4998","ENSG00000159377",2,"PSMB4"
"4999","ENSG00000159387",1,"IRX6"
"5000","ENSG00000159388",10,"BTG2"
"5001","ENSG00000159399",5,"HK2"
"5002","ENSG00000159445",1,"THEM4"
"5003","ENSG00000159461",2,"AMFR"
"5004","ENSG00000159479",1,"MED8"
"5005","ENSG00000159593",1,"NAE1"
"5006","ENSG00000159640",19,"ACE"
"5007","ENSG00000159685",1,"CHCHD6"
"5008","ENSG00000159692",14,"CTBP1"
"5009","ENSG00000159720",1,"ATP6V0D1"
"5010","ENSG00000159763",32,"PIP"
"5011","ENSG00000159840",4,"ZYX"
"5012","ENSG00000159871",1,"LYPD5"
"5013","ENSG00000159899",1,"NPR2"
"5014","ENSG00000160007",2,"ARHGAP35"
"5015","ENSG00000160014",2,"CALM3"
"5016","ENSG00000160049",2,"DFFA"
"5017","ENSG00000160062",1,"ZBTB8A"
"5018","ENSG00000160072",2,"ATAD3B"
"5019","ENSG00000160094",1,"ZNF362"
"5020","ENSG00000160097",2,"FNDC5"
"5021","ENSG00000160113",1,"NR2F6"
"5022","ENSG00000160117",5,"ANKLE1"
"5023","ENSG00000160145",1,"KALRN"
"5024","ENSG00000160179",1,"ABCG1"
"5025","ENSG00000160180",11,"TFF3"
"5026","ENSG00000160181",5,"TFF2"
"5027","ENSG00000160182",29,"TFF1"
"5028","ENSG00000160183",4,"TMPRSS3"
"5029","ENSG00000160191",1,"PDE9A"
"5030","ENSG00000160199",1,"PKNOX1"
"5031","ENSG00000160200",6,"CBS"
"5032","ENSG00000160208",9,"RRP1B"
"5033","ENSG00000160209",1,"PDXK"
"5034","ENSG00000160211",8,"G6PD"
"5035","ENSG00000160213",1,"CSTB"
"5036","ENSG00000160214",1,"RRP1"
"5037","ENSG00000160223",1,"ICOSLG"
"5038","ENSG00000160224",1,"AIRE"
"5039","ENSG00000160255",5,"ITGB2"
"5040","ENSG00000160256",2,"FAM207A"
"5041","ENSG00000160285",1,"LSS"
"5042","ENSG00000160293",6,"VAV2"
"5043","ENSG00000160294",1,"MCM3AP"
"5044","ENSG00000160299",2,"PCNT"
"5045","ENSG00000160307",3,"S100B"
"5046","ENSG00000160310",7,"PRMT2"
"5047","ENSG00000160339",1,"FCN2"
"5048","ENSG00000160349",3,"LCN1"
"5049","ENSG00000160392",2,"C19orf47"
"5050","ENSG00000160410",1,"SHKBP1"
"5051","ENSG00000160439",1,"RDH13"
"5052","ENSG00000160469",2,"BRSK1"
"5053","ENSG00000160551",2,"TAOK1"
"5054","ENSG00000160563",2,"MED27"
"5055","ENSG00000160584",1,"SIK3"
"5056","ENSG00000160593",1,"JAML"
"5057","ENSG00000160602",1,"NEK8"
"5058","ENSG00000160633",11,"SAFB"
"5059","ENSG00000160654",1,"CD3G"
"5060","ENSG00000160678",3,"S100A1"
"5061","ENSG00000160679",1,"CHTOP"
"5062","ENSG00000160683",4,"CXCR5"
"5063","ENSG00000160685",1,"ZBTB7B"
"5064","ENSG00000160691",22,"SHC1"
"5065","ENSG00000160695",1,"VPS11"
"5066","ENSG00000160703",1,"NLRX1"
"5067","ENSG00000160710",4,"ADAR"
"5068","ENSG00000160712",5,"IL6R"
"5069","ENSG00000160714",2,"UBE2Q1"
"5070","ENSG00000160741",1,"CRTC2"
"5071","ENSG00000160753",1,"RUSC1"
"5072","ENSG00000160789",7,"LMNA"
"5073","ENSG00000160791",12,"CCR5"
"5074","ENSG00000160801",6,"PTH1R"
"5075","ENSG00000160803",1,"UBQLN4"
"5076","ENSG00000160818",2,"GPATCH4"
"5077","ENSG00000160862",6,"AZGP1"
"5078","ENSG00000160867",24,"FGFR4"
"5079","ENSG00000160868",42,"CYP3A4"
"5080","ENSG00000160870",3,"CYP3A7"
"5081","ENSG00000160882",2,"CYP11B1"
"5082","ENSG00000160886",4,"LY6K"
"5083","ENSG00000160917",2,"CPSF4"
"5084","ENSG00000160932",2,"LY6E"
"5085","ENSG00000160951",3,"PTGER1"
"5086","ENSG00000160957",3,"RECQL4"
"5087","ENSG00000161011",15,"SQSTM1"
"5088","ENSG00000161016",4,"RPL8"
"5089","ENSG00000161021",4,"MAML1"
"5090","ENSG00000161036",1,"LRWD1"
"5091","ENSG00000161055",17,"SCGB3A1"
"5092","ENSG00000161057",3,"PSMC2"
"5093","ENSG00000161202",1,"DVL3"
"5094","ENSG00000161203",1,"AP2M1"
"5095","ENSG00000161249",1,"DMKN"
"5096","ENSG00000161267",1,"BDH1"
"5097","ENSG00000161395",3,"PGAP3"
"5098","ENSG00000161405",2,"IKZF3"
"5099","ENSG00000161526",1,"SAP30BP"
"5100","ENSG00000161533",1,"ACOX1"
"5101","ENSG00000161544",2,"CYGB"
"5102","ENSG00000161547",3,"SRSF2"
"5103","ENSG00000161551",1,"ZNF577"
"5104","ENSG00000161609",1,"CCDC155"
"5105","ENSG00000161634",4,"DCD"
"5106","ENSG00000161638",20,"ITGA5"
"5107","ENSG00000161654",1,"LSM12"
"5108","ENSG00000161714",2,"PLCD3"
"5109","ENSG00000161798",4,"AQP5"
"5110","ENSG00000161800",7,"RACGAP1"
"5111","ENSG00000161813",1,"LARP4"
"5112","ENSG00000161847",2,"RAVER1"
"5113","ENSG00000161888",1,"SPC24"
"5114","ENSG00000161905",4,"ALOX15"
"5115","ENSG00000161920",1,"MED11"
"5116","ENSG00000161921",2,"CXCL16"
"5117","ENSG00000161955",3,"TNFSF13"
"5118","ENSG00000161956",1,"SENP3"
"5119","ENSG00000161960",7,"EIF4A1"
"5120","ENSG00000161970",2,"RPL26"
"5121","ENSG00000161980",1,"POLR3K"
"5122","ENSG00000162009",6,"SSTR5"
"5123","ENSG00000162063",1,"CCNF"
"5124","ENSG00000162065",1,"TBC1D24"
"5125","ENSG00000162073",1,"PAQR4"
"5126","ENSG00000162076",1,"FLYWCH2"
"5127","ENSG00000162078",1,"ZG16B"
"5128","ENSG00000162105",2,"SHANK2"
"5129","ENSG00000162129",1,"CLPB"
"5130","ENSG00000162174",1,"ASRGL1"
"5131","ENSG00000162227",3,"TAF6L"
"5132","ENSG00000162231",2,"NXF1"
"5133","ENSG00000162244",2,"RPL29"
"5134","ENSG00000162267",1,"ITIH3"
"5135","ENSG00000162298",3,"SYVN1"
"5136","ENSG00000162300",2,"ZFPL1"
"5137","ENSG00000162302",1,"RPS6KA4"
"5138","ENSG00000162337",3,"LRP5"
"5139","ENSG00000162341",1,"TPCN2"
"5140","ENSG00000162344",5,"FGF19"
"5141","ENSG00000162366",4,"PDZK1IP1"
"5142","ENSG00000162368",1,"CMPK1"
"5143","ENSG00000162385",2,"MAGOH"
"5144","ENSG00000162407",1,"PLPP3"
"5145","ENSG00000162408",2,"NOL9"
"5146","ENSG00000162409",4,"PRKAA2"
"5147","ENSG00000162415",1,"ZSWIM5"
"5148","ENSG00000162426",1,"SLC45A1"
"5149","ENSG00000162434",8,"JAK1"
"5150","ENSG00000162458",1,"FBLIM1"
"5151","ENSG00000162493",14,"PDPN"
"5152","ENSG00000162512",2,"SDC3"
"5153","ENSG00000162521",18,"RBBP4"
"5154","ENSG00000162522",1,"KIAA1522"
"5155","ENSG00000162551",1,"ALPL"
"5156","ENSG00000162552",4,"WNT4"
"5157","ENSG00000162585",1,"FAAP20"
"5158","ENSG00000162594",3,"IL23R"
"5159","ENSG00000162595",18,"DIRAS3"
"5160","ENSG00000162607",4,"USP1"
"5161","ENSG00000162613",5,"FUBP1"
"5162","ENSG00000162614",1,"NEXN"
"5163","ENSG00000162616",2,"DNAJB4"
"5164","ENSG00000162623",1,"TYW3"
"5165","ENSG00000162636",1,"FAM102B"
"5166","ENSG00000162645",2,"GBP2"
"5167","ENSG00000162664",3,"ZNF326"
"5168","ENSG00000162676",1,"GFI1"
"5169","ENSG00000162692",12,"VCAM1"
"5170","ENSG00000162695",1,"SLC30A7"
"5171","ENSG00000162702",5,"ZNF281"
"5172","ENSG00000162704",1,"ARPC5"
"5173","ENSG00000162711",1,"NLRP3"
"5174","ENSG00000162714",1,"ZNF496"
"5175","ENSG00000162733",9,"DDR2"
"5176","ENSG00000162734",5,"PEA15"
"5177","ENSG00000162736",4,"NCSTN"
"5178","ENSG00000162738",1,"VANGL2"
"5179","ENSG00000162769",1,"FLVCR1"
"5180","ENSG00000162772",10,"ATF3"
"5181","ENSG00000162775",1,"RBM15"
"5182","ENSG00000162804",1,"SNED1"
"5183","ENSG00000162825",1,"NBPF20"
"5184","ENSG00000162849",2,"KIF26B"
"5185","ENSG00000162881",1,"OXER1"
"5186","ENSG00000162885",1,"B3GALNT2"
"5187","ENSG00000162889",3,"MAPKAPK2"
"5188","ENSG00000162891",2,"IL20"
"5189","ENSG00000162892",11,"IL24"
"5190","ENSG00000162896",1,"PIGR"
"5191","ENSG00000162897",1,"FCAMR"
"5192","ENSG00000162909",6,"CAPN2"
"5193","ENSG00000162910",1,"MRPL55"
"5194","ENSG00000162913",1,"OBSCN-AS1"
"5195","ENSG00000162923",4,"WDR26"
"5196","ENSG00000162924",1,"REL"
"5197","ENSG00000162928",1,"PEX13"
"5198","ENSG00000162949",1,"CAPN13"
"5199","ENSG00000162959",7,"MEMO1"
"5200","ENSG00000162961",2,"DPY30"
"5201","ENSG00000162972",1,"MAIP1"
"5202","ENSG00000162976",1,"SLC66A3"
"5203","ENSG00000162989",6,"KCNJ3"
"5204","ENSG00000162992",2,"NEUROD1"
"5205","ENSG00000162998",1,"FRZB"
"5206","ENSG00000163002",2,"NUP35"
"5207","ENSG00000163006",1,"CCDC138"
"5208","ENSG00000163041",1,"H3F3A"
"5209","ENSG00000163060",1,"TEKT4"
"5210","ENSG00000163064",2,"EN1"
"5211","ENSG00000163071",1,"SPATA18"
"5212","ENSG00000163083",4,"INHBB"
"5213","ENSG00000163098",2,"BIRC8"
"5214","ENSG00000163104",3,"SMARCAD1"
"5215","ENSG00000163106",2,"HPGDS"
"5216","ENSG00000163110",2,"PDLIM5"
"5217","ENSG00000163125",1,"RPRD2"
"5218","ENSG00000163126",1,"ANKRD23"
"5219","ENSG00000163131",4,"CTSS"
"5220","ENSG00000163132",2,"MSX1"
"5221","ENSG00000163141",1,"BNIPL"
"5222","ENSG00000163154",2,"TNFAIP8L2"
"5223","ENSG00000163159",3,"VPS72"
"5224","ENSG00000163161",4,"ERCC3"
"5225","ENSG00000163191",5,"S100A11"
"5226","ENSG00000163209",2,"SPRR3"
"5227","ENSG00000163214",1,"DHX57"
"5228","ENSG00000163216",1,"SPRR2D"
"5229","ENSG00000163217",1,"BMP10"
"5230","ENSG00000163220",12,"S100A9"
"5231","ENSG00000163235",9,"TGFA"
"5232","ENSG00000163251",1,"FZD5"
"5233","ENSG00000163281",1,"GNPDA2"
"5234","ENSG00000163291",2,"PAQR3"
"5235","ENSG00000163295",1,"ALPI"
"5236","ENSG00000163297",1,"ANTXR2"
"5237","ENSG00000163312",1,"HELQ"
"5238","ENSG00000163322",9,"ABRAXAS1"
"5239","ENSG00000163344",1,"PMVK"
"5240","ENSG00000163346",5,"PBXIP1"
"5241","ENSG00000163347",17,"CLDN1"
"5242","ENSG00000163348",5,"PYGO2"
"5243","ENSG00000163349",2,"HIPK1"
"5244","ENSG00000163359",2,"COL6A3"
"5245","ENSG00000163374",1,"YY1AP1"
"5246","ENSG00000163399",3,"ATP1A1"
"5247","ENSG00000163421",1,"PROK2"
"5248","ENSG00000163430",2,"FSTL1"
"5249","ENSG00000163431",1,"LMOD1"
"5250","ENSG00000163435",8,"ELF3"
"5251","ENSG00000163453",10,"IGFBP7"
"5252","ENSG00000163464",1,"CXCR1"
"5253","ENSG00000163466",4,"ARPC2"
"5254","ENSG00000163468",4,"CCT3"
"5255","ENSG00000163491",5,"NEK10"
"5256","ENSG00000163501",4,"IHH"
"5257","ENSG00000163507",14,"CIP2A"
"5258","ENSG00000163510",2,"CWC22"
"5259","ENSG00000163513",33,"TGFBR2"
"5260","ENSG00000163516",1,"ANKZF1"
"5261","ENSG00000163517",1,"HDAC11"
"5262","ENSG00000163520",1,"FBLN2"
"5263","ENSG00000163528",1,"CHCHD4"
"5264","ENSG00000163539",3,"CLASP2"
"5265","ENSG00000163554",1,"SPTA1"
"5266","ENSG00000163558",10,"PRKCI"
"5267","ENSG00000163564",1,"PYHIN1"
"5268","ENSG00000163565",2,"IFI16"
"5269","ENSG00000163568",1,"AIM2"
"5270","ENSG00000163577",1,"EIF5A2"
"5271","ENSG00000163581",1,"SLC2A2"
"5272","ENSG00000163586",1,"FABP1"
"5273","ENSG00000163597",1,"SNHG16"
"5274","ENSG00000163599",21,"CTLA4"
"5275","ENSG00000163600",1,"ICOS"
"5276","ENSG00000163602",2,"RYBP"
"5277","ENSG00000163606",1,"CD200R1"
"5278","ENSG00000163607",1,"GTPBP8"
"5279","ENSG00000163608",2,"NEPRO"
"5280","ENSG00000163618",1,"CADPS"
"5281","ENSG00000163623",1,"NKX6-1"
"5282","ENSG00000163624",1,"CDS1"
"5283","ENSG00000163629",6,"PTPN13"
"5284","ENSG00000163631",2,"ALB"
"5285","ENSG00000163634",1,"THOC7"
"5286","ENSG00000163635",3,"ATXN7"
"5287","ENSG00000163636",3,"PSMD6"
"5288","ENSG00000163638",1,"ADAMTS9"
"5289","ENSG00000163655",2,"GMPS"
"5290","ENSG00000163659",1,"TIPARP"
"5291","ENSG00000163660",3,"CCNL1"
"5292","ENSG00000163661",4,"PTX3"
"5293","ENSG00000163682",3,"RPL9"
"5294","ENSG00000163684",1,"RPP14"
"5295","ENSG00000163694",1,"RBM47"
"5296","ENSG00000163703",1,"CRELD1"
"5297","ENSG00000163714",2,"U2SURP"
"5298","ENSG00000163734",1,"CXCL3"
"5299","ENSG00000163735",2,"CXCL5"
"5300","ENSG00000163737",1,"PF4"
"5301","ENSG00000163739",10,"CXCL1"
"5302","ENSG00000163743",2,"RCHY1"
"5303","ENSG00000163755",1,"HPS3"
"5304","ENSG00000163781",11,"TOPBP1"
"5305","ENSG00000163794",1,"UCN"
"5306","ENSG00000163798",2,"SLC4A1AP"
"5307","ENSG00000163806",1,"SPDYA"
"5308","ENSG00000163808",2,"KIF15"
"5309","ENSG00000163811",2,"WDR43"
"5310","ENSG00000163812",1,"ZDHHC3"
"5311","ENSG00000163814",14,"CDCP1"
"5312","ENSG00000163815",1,"CLEC3B"
"5313","ENSG00000163820",1,"FYCO1"
"5314","ENSG00000163840",2,"DTX3L"
"5315","ENSG00000163848",2,"ZNF148"
"5316","ENSG00000163872",2,"YEATS2"
"5317","ENSG00000163873",1,"GRIK3"
"5318","ENSG00000163874",3,"ZC3H12A"
"5319","ENSG00000163877",1,"SNIP1"
"5320","ENSG00000163882",1,"POLR2H"
"5321","ENSG00000163884",2,"KLF15"
"5322","ENSG00000163898",1,"LIPH"
"5323","ENSG00000163902",2,"RPN1"
"5324","ENSG00000163904",2,"SENP2"
"5325","ENSG00000163909",1,"HEYL"
"5326","ENSG00000163918",2,"RFC4"
"5327","ENSG00000163930",13,"BAP1"
"5328","ENSG00000163931",1,"TKT"
"5329","ENSG00000163932",17,"PRKCD"
"5330","ENSG00000163938",7,"GNL3"
"5331","ENSG00000163939",3,"PBRM1"
"5332","ENSG00000163946",2,"TASOR"
"5333","ENSG00000163956",1,"LRPAP1"
"5334","ENSG00000163960",2,"UBXN7"
"5335","ENSG00000163961",4,"RNF168"
"5336","ENSG00000163975",2,"MELTF"
"5337","ENSG00000163993",9,"S100P"
"5338","ENSG00000163995",1,"ABLIM2"
"5339","ENSG00000164011",1,"ZNF691"
"5340","ENSG00000164022",2,"AIMP1"
"5341","ENSG00000164032",5,"H2AFZ"
"5342","ENSG00000164040",1,"PGRMC2"
"5343","ENSG00000164045",10,"CDC25A"
"5344","ENSG00000164047",3,"CAMP"
"5345","ENSG00000164050",6,"PLXNB1"
"5346","ENSG00000164053",2,"ATRIP"
"5347","ENSG00000164056",2,"SPRY1"
"5348","ENSG00000164070",1,"HSPA4L"
"5349","ENSG00000164078",18,"MST1R"
"5350","ENSG00000164080",1,"RAD54L2"
"5351","ENSG00000164091",2,"WDR82"
"5352","ENSG00000164093",8,"PITX2"
"5353","ENSG00000164100",1,"NDST3"
"5354","ENSG00000164104",2,"HMGB2"
"5355","ENSG00000164105",4,"SAP30"
"5356","ENSG00000164109",6,"MAD2L1"
"5357","ENSG00000164111",2,"ANXA5"
"5358","ENSG00000164114",1,"MAP9"
"5359","ENSG00000164116",1,"GUCY1A1"
"5360","ENSG00000164117",1,"FBXO8"
"5361","ENSG00000164120",6,"HPGD"
"5362","ENSG00000164128",1,"NPY1R"
"5363","ENSG00000164129",2,"NPY5R"
"5364","ENSG00000164136",4,"IL15"
"5365","ENSG00000164142",1,"FAM160A1"
"5366","ENSG00000164162",2,"ANAPC10"
"5367","ENSG00000164163",1,"ABCE1"
"5368","ENSG00000164164",1,"OTUD4"
"5369","ENSG00000164171",8,"ITGA2"
"5370","ENSG00000164172",1,"MOCS2"
"5371","ENSG00000164176",2,"EDIL3"
"5372","ENSG00000164181",1,"ELOVL7"
"5373","ENSG00000164190",2,"NIPBL"
"5374","ENSG00000164211",1,"STARD4"
"5375","ENSG00000164251",13,"F2RL1"
"5376","ENSG00000164252",1,"AGGF1"
"5377","ENSG00000164266",2,"SPINK1"
"5378","ENSG00000164305",38,"CASP3"
"5379","ENSG00000164307",1,"ERAP1"
"5380","ENSG00000164308",1,"ERAP2"
"5381","ENSG00000164326",1,"CARTPT"
"5382","ENSG00000164327",8,"RICTOR"
"5383","ENSG00000164329",1,"TENT2"
"5384","ENSG00000164330",3,"EBF1"
"5385","ENSG00000164338",1,"UTP15"
"5386","ENSG00000164342",10,"TLR3"
"5387","ENSG00000164344",1,"KLKB1"
"5388","ENSG00000164346",1,"NSA2"
"5389","ENSG00000164362",70,"TERT"
"5390","ENSG00000164366",1,"CCDC127"
"5391","ENSG00000164379",5,"FOXQ1"
"5392","ENSG00000164399",4,"IL3"
